sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
40.0,227.0, 3.00,250.0,36.0,54.0,104.0," 224.0000"
40.0,227.0, 3.00,250.0,36.0,54.0,104.0," 224.0000"
40.0,227.0, 3.00,250.0,36.0,54.0,104.0," 224.0000"
40.0,227.0, 3.00,250.0,36.0,54.0,104.0, 224.00
40.0,227.0, 2.00,251.0,35.0,53.0,104.0, 224.00
40.0,226.0, 3.00,249.0,36.0,53.0,104.0, 223.00
40.0,227.0, 3.03.00,249.0,36.0,53.0,104.0, 223.00
40.0,227.0, 3.03.00,249.0,36.0,53.0,104.0, 223.00
40.0,227.0, 3.00,250.0,35.0,53.0,104.0, 223.00
40.0,227.0, 3.00,250.0,35.0,53.0,105.0, 224.00
39.0,227.0, 3.00,249.0,35.0,53.0,104.0, 222.00
40.0,226.0, 3.00,249.0,35.0,53.0,105.0, 223.00
40.0,226.0, 2.00,249.0,35.0,53.0,104.0, 223.00
39.0,226.0, 3.00,249.0,35.0,53.0,104.0, 222.00
40.0,226.0, 2.00,250.0,35.0,53.0,104.0, 222.00
40.0,226.0, 3.00,250.0,35.0,53.0,104.0, 223.00
39.0,226.0, 3.00,249.0,35.0,53.0,104.0, 223.00
40.0,226.0, 2.00,250.0,35.0,53.0,104.0, 222.00
40.0,225.0, 3.00,249.0,35.0,53.0,104.0, 223.00
40.0,226.0, 3.00,250.0,35.0,53.0,104.0, 222.00
40.0,225.0, 2.00,249.0,35.0,53.0,104.0, 222.00
40.0,226.0, 3.00,249.0,35.0,53.0,104.0, 221.00
40.0,225.0, 3.00,250.0,35.0,53.0,104.0, 222.00
40.0,226.0, 2.03.00,250.0,35.0,53.0,104.0, 222.00
40.0,226.0, 2.03.00,250.0,35.0,53.0,104.0, 222.00
40.0,226.0, 2.00,250.0,35.0,53.0,104.0, 222.00
40.0,225.0, 3.00,250.0,35.0,53.0,104.0, 222.00
39.0,225.0, 4.00,250.0,34.0,53.0,104.0, 221.00
40.0,224.0, 2.04.00,250.0,34.0,53.0,104.0, 221.00
40.0,224.0, 2.04.00,250.0,34.0,53.0,104.0, 221.00
40.0,224.0, 2.00,250.0,35.0,53.0,104.0, 221.00
40.0,224.0, 3.00,250.0,35.0,53.0,104.0, 221.00
40.0,225.0, 2.00,250.0,35.0,53.0,104.0, 221.00
39.0,226.0, 3.00,251.0,35.0,53.0,104.0, 220.00
40.0,224.0, 3.00,251.0,35.0,53.0,103.0, 220.00
39.0,224.0, 3.00,250.0,34.0,53.0,104.0, 220.00
40.0,225.0, 3.00,250.0,35.0,53.0,104.0, 221.00
39.0,225.0, 3.00,251.0,35.0,53.0,104.0, 221.00
39.0,224.0, 3.00,250.0,35.0,53.0,104.0, 220.00
39.0,223.0, 3.00,249.0,34.0,53.0,104.0, 220.00
